acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year
0.919,['Janamma David'],0.455,197027,0.445,0,5XJZAnIyQv0aMgEAEx3A2j,0.7879999999999999,8,0.243,-15.741,1,Ellarum Chollanu,5,1954-12-01,0.22,176.09599999999998,0.643,1954
0.993,['Emerante de Pradines'],0.5,171907,0.045,0,5XzcfhyYa2s30Jqa0NxElI,0.316,9,0.15,-20.376,1,Soleil (The Sun),2,1954-01-01,0.0378,94.027,0.292,1954
0.989,['Oscar Peterson'],0.498,192677,0.13,0,5YWIAWIBMDJmlXtwLS6Npv,0.938,0,0.119,-18.927,0,Serenade In Blue,2,1954-11-15,0.0416,140.111,0.158,1954
0.7340000000000001,['Harry Bordon'],0.489,187307,0.292,0,5YZR0xKy6s3Sl9P1xFTYfd,0.0,0,0.282,-11.732,1,'t Kapelke,5,1954-02-14,0.196,87.15,0.5489999999999999,1954
0.871,['Judy Garland'],0.188,105733,0.203,0,5aBRrJo86Ttq5NplGu0WKY,0.939,1,0.102,-14.674,1,Esther's Awful Makeup/The Man That Got Away - Previously Unreleased Version,4,1954,0.037000000000000005,124.879,0.0883,1954
0.977,"['Giacomo Puccini', 'Maria Callas', 'Tullio Serafin', 'Philharmonia Orchestra']",0.22,384173,0.183,0,5bLgm6Z1vD21rKHj7sxUOy,0.000255,2,0.198,-11.36,1,"Puccini: Turandot, Act 2: ""In questa Reggia"" (Turandot)",11,1954,0.0385,81.399,0.0639,1954
0.632,['Charlie Mariano'],0.5489999999999999,334360,0.688,0,5eL2cpBJ586YjSOJcdiD3U,0.00924,7,0.133,-5.346,0,Johnny One Note - 2013 Remastered Version,3,1954,0.0366,129.279,0.611,1954
0.0561,['Django Reinhardt'],0.581,198320,0.448,0,5fH6q9qbVSHgwTPw4e3X44,0.787,8,0.208,-10.187,1,Nuages,3,1954-07-19,0.0915,97.63,0.426,1954
0.828,"['Richard Rodgers', 'Jack Cassidy', 'Holly Harris', 'Lehman Engel']",0.552,138307,0.28800000000000003,0,5fWo5qg4E0wa0XCnt0FpNQ,1.33e-06,8,0.531,-10.424,1,The Boys from Syracuse: This Can't Be Love,3,1954,0.0352,107.541,0.588,1954
0.948,"['Giuseppe Verdi', 'Gabriele Santini', 'Maria Callas', 'Orchestra Sinfonica Di Torino Della Rai']",0.403,310733,0.262,0,5hHyTASWovr1D6XrzUUsGO,8.09e-05,9,0.429,-12.436,1,"Verdi : La Traviata : Act 1 ""Dell' invito trascorsa è già l' ora"" [Chorus, Violetta, Flora, Marchese, Gastone, Alfredo, Barone]",13,1954,0.0612,144.726,0.289,1954
0.982,['Pete Seeger'],0.5329999999999999,99293,0.17,0,5jZWGtXCFkimw35zkFIiOE,0.126,7,0.13699999999999998,-19.393,1,Delia's Gone,3,1954-01-01,0.128,88.686,0.54,1954
0.7659999999999999,"['Irving Berlin', 'Ethel Merman', 'Mitzi Gaynor']",0.546,281427,0.454,0,5jpsk31zL3eld0Je11YvxJ,7.46e-06,1,0.534,-9.62,1,A Sailor's Not A Sailor ('Til A Sailor's Been Tatooed),4,1954,0.155,135.91299999999998,0.7959999999999999,1954
0.682,['Sudhir Phadke'],0.327,654693,0.44,0,5kF2zkwfmhp4mI1QmYvVsg,0.0,7,0.324,-8.881,1,Swaye Shri Ramprabhu Aikati,3,1954-12-01,0.0375,81.556,0.383,1954
0.923,['Judy Garland'],0.0725,95533,0.362,0,5lIZQqzzq4trZB3N2tf41L,0.962,0,0.114,-12.281,1,The Last Swim/The Man That Got Away - Previously Unreleased Version,4,1954,0.0341,178.509,0.0655,1954
0.973,['Louise Bennett'],0.726,87387,0.0493,0,5o8BphrPYaWIEbmBzD7WcD,0.0,7,0.405,-20.602,1,Under the Cocoanut Tree,4,1954-01-01,0.0565,137.033,0.7290000000000001,1954
0.987,"['Giacomo Puccini', 'Maria Callas', 'Philharmonia Orchestra', 'Tullio Serafin']",0.2,274493,0.08199999999999999,0,5ognTTeiL1cxUSD8bQtVDS,4.75e-05,1,0.103,-15.873,1,"Puccini: Madama Butterfly, Act 2: ""Un bel dì vedremo"" (Madama Butterfly)",11,1954,0.0442,80.89399999999998,0.0758,1954
0.851,['Chet Baker'],0.685,171227,0.392,0,5qBhE0AwWfv3d8cDV6C5Lx,0.076,5,0.14400000000000002,-11.001,1,A Dandy Line - Alternate Take,6,1954-01-01,0.0469,124.235,0.877,1954
0.977,['Oscar Peterson'],0.6859999999999999,249697,0.179,0,5s9bVTjOQ30LxVaHbDrvfO,0.845,7,0.134,-15.095,0,I Only Have Eyes For You,2,1954-11-15,0.0577,113.226,0.48,1954
0.989,['Oscar Peterson'],0.636,176311,0.223,0,5sXcFCV8DGVtcpUtLvm47Q,0.942,0,0.103,-17.385,1,The Lady Is A Tramp,2,1954-09-08,0.0504,103.863,0.696,1954
0.944,"['Doris Day', 'Harry James']",0.525,194493,0.0416,0,5wa37XsKk14PBT6MOnH6RR,0.00289,3,0.193,-21.008000000000006,0,Too Marvelous For Words,2,1954,0.0466,71.76100000000002,0.436,1954
0.0811,['Louie Bellson'],0.451,472893,0.82,0,60nik03QT6IIXyu2sijKsx,0.8270000000000001,0,0.419,-14.182,0,Skin Deep,2,1954-01-01,0.0431,103.205,0.235,1954
0.596,['Art Blakey'],0.677,192600,0.404,0,63O2gaPE09nDQAI1Zv9Jmd,0.00675,0,0.147,-11.045,0,In The Basement,3,1954-01-01,0.0632,93.93,0.696,1954
0.976,"['Giuseppe Verdi', 'Gabriele Santini', 'Maria Callas', 'Orchestra Sinfonica Di Torino Della Rai']",0.272,259533,0.073,0,64TLtwmhZvePLdJcb1oPOF,7.06e-05,2,0.0778,-16.596,0,"Verdi : La Traviata : Act 2 ""Dammi tu forza, o cielo... Amami Alfredo"" [Violetta, Annina, Alfredo]",10,1954,0.0533,78.717,0.0365,1954
0.833,['Thelonious Monk'],0.398,340027,0.407,0,64wtDdsJ1bIIt8ceZpk9cl,6.43e-06,0,0.0766,-9.923,1,Think Of One [Take 1] - RVG Remaster,5,1954,0.0388,78.807,0.389,1954
0.976,"['Andrés Segovia', 'Robert de Visée']",0.639,108080,0.0104,0,66xgFO0UYYKkN5xpyPoSgk,0.826,2,0.101,-24.966,0,Suite in D Minor (arr. A. Segovia): IV. Sarabande,4,1954,0.0655,114.993,0.387,1954
0.809,"['Nikolai Rimsky-Korsakov', 'Fritz Reiner', 'Sidney Harth']",0.227,700387,0.313,0,69s5Mjbh0pADjDJtv4c9ME,0.657,9,0.13,-15.050999999999998,0,"Scheherazade, Op. 35: IV. Festival at Bagdad - The Sea - The Ship Breaks Against a Cliff Surmounted by a Bronze Horseman- Conclusion",2,1954,0.0595,87.652,0.0949,1954
0.987,"['Josef Strauss', 'Fritz Reiner']",0.237,456573,0.102,0,6AbDBzCPoozRnZ7TpymBa1,0.831,3,0.112,-18.233,1,"Village Swallows, Op. 164 - Remastered",3,1954,0.049,181.446,0.212,1954
0.984,"['Giacomo Puccini', 'Maria Callas', 'Tullio Serafin', 'Philharmonia Orchestra']",0.211,333413,0.0738,0,6CumenechszgN24rQMHACy,0.000687,9,0.0925,-18.933,0,"Puccini: Suor Angelica, 'Sister Angelica': ""Senza mamma, O bimbo"" (Sister Angelica)",10,1954,0.0435,84.17299999999999,0.0432,1954
0.75,['Erroll Garner'],0.539,390307,0.563,0,6D33tqNsUeXAqj4RFQoEHA,0.794,2,0.338,-11.677,1,Mambo Garner,3,1954-01-01,0.0424,124.162,0.5379999999999999,1954
0.938,['Kenny Drew'],0.63,338613,0.14300000000000002,0,6DaSmf7mpRhHhhJSnuokc9,0.87,8,0.109,-19.097,1,My Beautiful Lady,5,1954-01-01,0.0679,135.608,0.395,1954
0.866,['Johnnie Ray'],0.459,182293,0.192,0,6DkiSUJAvWA61zOnaT8p9w,0.0,0,0.562,-9.685,1,Cry,3,1954,0.028,70.096,0.329,1954
0.782,['Mohammed Rafi'],0.329,197973,0.359,0,6ISgNwDf167ppjZ6dKuw2w,9.09e-06,6,0.324,-10.55,1,O Door Ke Musafir,6,1954-12-01,0.0309,109.51,0.648,1954
0.465,['Art Blakey Quintet'],0.355,525534,0.667,0,6K9rgCHKGoEvqQ0VIerW12,0.0314,5,0.358,-8.396,0,"Quicksilver - Live At Birdland, New York/1954",4,1954-01-01,0.0442,158.189,0.657,1954
0.991,['Oscar Peterson'],0.436,158182,0.0744,0,6Limxo2wJuYL2WrtdewfKg,0.962,5,0.0956,-22.537,1,Time On My Hands,2,1954-02-07,0.0322,73.579,0.256,1954
0.7,['Judy Garland'],0.405,101840,0.6779999999999999,0,6OaRDXsf6FWzQbGhrKfyAr,0.605,3,0.315,-8.881,1,Night Of The Stars - Previously Unreleased Version,5,1954,0.0486,80.006,0.642,1954
0.991,"['Johann Sebastian Bach', 'Jascha Heifetz']",0.251,187773,0.103,0,6QKZjA7Um6RQKXKSUepG8s,0.894,7,0.13699999999999998,-20.953000000000007,0,"Partita No. 2 in D Minor, BWV 1004: III. Sarabande",6,1954,0.0491,136.332,0.445,1954
0.924,"['Johann Sebastian Bach', 'Jascha Heifetz', 'Alfred Wallenstein']",0.5579999999999999,225933,0.273,0,6QP8Ro1z7AxkYb3uc2dE0u,0.00175,9,0.0653,-14.777,0,"Concerto No. 1 in A Minor, BWV 1041: Allegro",4,1954,0.0557,95.739,0.672,1954
0.825,['Carolyn Leigh'],0.71,87667,0.201,0,6R5UG6hkbJ2dwM38rgBC2l,0.0,2,0.334,-20.794,0,Hook's Tango,2,1954,0.642,72.67699999999998,0.35100000000000003,1954
0.6609999999999999,['Judy Garland'],0.0783,149733,0.345,0,6S8zVE30Sm6yJW1elzojea,0.911,7,0.337,-12.469,1,Esther In The Boarding House/The Man That Got Away - Previously Unreleased Version,4,1954,0.0404,49.91,0.116,1954
0.8420000000000001,['Chet Baker'],0.616,121800,0.464,0,6Uv6kjhpyPJHWDBxKFyTO4,0.494,10,0.0548,-8.216000000000001,1,Little Old Lady - Alternate Take,6,1954-01-01,0.0993,133.635,0.902,1954
0.921,"['Dinah Washington', 'Clifford Brown']",0.426,316507,0.264,0,6WW6yltU2ZCBGu9PSlzyuI,0.0259,7,0.775,-12.475,0,Darn That Dream,3,1954-01-01,0.0668,80.14,0.281,1954
0.8590000000000001,"['Andrés Segovia', 'Robert de Visée']",0.659,79027,0.182,0,6WaNSBLxZc9aNdT3Da5qzz,0.909,9,0.109,-24.522,0,Suite in D Minor (arr. A. Segovia): VIII. Gigue,3,1954,0.0471,67.366,0.6940000000000001,1954
0.309,['Count Basie'],0.5660000000000001,241160,0.192,0,6ajKOM80IRsMksxbYnXzzB,0.000789,5,0.11,-15.54,1,Bubbles,5,1954-01-01,0.0437,117.556,0.457,1954
0.978,"['Giuseppe Verdi', 'Gabriele Santini', 'Maria Callas', 'Orchestra Sinfonica Di Torino Della Rai']",0.374,90426,0.0232,0,6bP7NYAJOkCMs2FzqU5CAE,0.000187,5,0.17800000000000002,-20.266,1,"Verdi : La Traviata : Act 1 ""E' strano!... E' strano!..."" [Violetta]",12,1954,0.0567,136.72,0.0941,1954
0.959,"['Michel LaRue', 'Alex Foster', 'The Drinking Gourds']",0.508,199506,0.0917,0,6cXyI1X1i0dB2PnDz23fKK,9.48e-06,4,0.116,-17.758,0,Follow the Drinking Gourd,3,1954-07-06,0.0609,123.555,0.196,1954
0.466,['Count Basie'],0.386,193627,0.737,0,6dQokmGDrxyTKhblgc2rFy,0.0418,8,0.314,-12.394,1,You For Me,4,1954-01-01,0.0853,149.31799999999996,0.439,1954
0.6859999999999999,['La Sonora Matancera'],0.669,167602,0.6970000000000001,0,6gRbL3gEKTWCVZBWBzerGp,0.0254,4,0.0802,-3.227,1,Que Cinturita,6,1954-09-12,0.058,134.881,0.883,1954
0.815,['Paul Bley'],0.452,164107,0.546,0,6hqRWbykHNxQIrkZAv5KXy,0.306,5,0.16899999999999998,-9.706,0,Topsy,6,1954-01-01,0.036000000000000004,95.614,0.899,1954
0.96,['Moose Charlap'],0.6890000000000001,53629,0.212,0,6kalotU4lsGoQUtctJjuUS,0.00011,2,0.0689,-15.08,1,Pirate Song,2,1954,0.0465,116.56,0.823,1954
0.987,['Oscar Peterson'],0.647,195335,0.174,0,6oigXjLmq6B5ULgJ13zmhn,0.926,10,0.108,-18.179,1,A Fine Romance,3,1954-03-08,0.0457,128.036,0.557,1954
0.416,"['Vic Damone', 'Robert Smale & His Orchestra']",0.6,141867,0.318,0,6okqCQgPCh1QNvwZr9PUZr,1.48e-06,8,0.179,-13.602,1,Am I Blue (with Robert Smale & His Orchestra),3,1954,0.0386,125.524,0.463,1954
0.913,"['Andrés Segovia', 'Alonso Mudarra']",0.537,123280,0.185,0,6q882tYhbvRjn4VJGIUUaG,0.586,1,0.13,-23.645,1,"Romanesca, ""Guardame las vacas"" (arr. for guitar)",4,1954,0.05,82.37799999999999,0.428,1954
0.912,['Joe Gordon'],0.618,265093,0.232,0,6z02SrT8WViWxil6nOOWDK,0.883,1,0.123,-11.83,0,Body And Soul,2,1954-01-01,0.0505,134.537,0.4370000000000001,1954
0.899,"['Édouard Lalo', 'Jascha Heifetz', 'William Steinberg']",0.219,344533,0.13699999999999998,0,721TjehjtprjBoSwgqP09V,0.541,2,0.115,-21.566,1,"Symphonie espagnole, Op. 21: Andante",7,1954,0.0406,111.913,0.058,1954
0.994,"['Johann Sebastian Bach', 'Jascha Heifetz']",0.411,164187,0.121,0,73utfn0gQQpNJAvhEWAmFM,0.66,7,0.122,-20.552,0,"Partita No. 2 in D Minor, BWV 1004: II. Courante",6,1954,0.0676,129.379,0.962,1954
0.787,['Harry Belafonte'],0.679,99591,0.391,0,74EhOQGfQIgLNSOkDhcaXc,0.0,7,0.0547,-13.235,1,"Soldier, Soldier",3,1954-01-23,0.0508,107.984,0.8690000000000001,1954
0.199,['Andre Kostelanetz'],0.617,137693,0.73,0,74HkIfCvs680HfSknIpQfp,0.924,7,0.645,-10.657,1,Fools Rush (Where Angels Fear To Tread),2,1954,0.042,124.298,0.901,1954
0.872,"['Richard Rodgers', 'Portia Nelson', 'Holly Harris', 'Bibi Osterwald', 'Lehman Engel']",0.6559999999999999,188827,0.287,0,766DC1txVAPNyjrds58WGS,0.0,1,0.835,-12.425,1,The Boys from Syracuse: Sing for Your Supper,3,1954,0.1,91.861,0.59,1954
0.479,['Art Blakey'],0.664,180133,0.5489999999999999,0,76nNyfv2cOdC4zToPQrG8Z,0.038,9,0.257,-10.25,0,Salute to Birdland,2,1954-01-01,0.0462,128.947,0.654,1954
0.773,"['Doris Day', 'Harry James']",0.575,181000,0.281,0,78LzJyS5NJpB6sI5HNJxM8,2.03e-05,10,0.212,-12.175,1,I May Be Wrong (But I Think You're Wonderful),4,1954,0.0766,146.41299999999995,0.812,1954
0.684,"['Irving Berlin', 'Johnnie Ray']",0.341,199667,0.272,0,78V9Gd3TxSFs78fSPbwYaD,0.0,0,0.0626,-11.765,1,If You Believe,4,1954,0.0623,174.405,0.439,1954
0.949,['Al Haig Trio'],0.542,320400,0.182,0,7BJx5MaXsRF3uMLJp9uAtU,0.503,1,0.269,-17.410999999999998,1,Round About Midnight,4,1954-07-03,0.0403,122.044,0.232,1954
0.983,['Lata Mangeshkar'],0.35,224707,0.44,0,7F6SvDC0Fe2HvZPoowLcrQ,0.825,10,0.36,-9.981,0,Tere Sadke Balam,3,1954-12-31,0.0368,149.711,0.8390000000000001,1954
0.949,"['Giacomo Puccini', 'Maria Callas', 'Philharmonia Orchestra', 'Tullio Serafin']",0.28,222533,0.188,0,7F9mV9YAlcXOZIz4Hpm7qT,0.000701,11,0.124,-12.005999999999998,0,"Puccini: Madama Butterfly, Act 2: ""Con onor muore"" (Madama Butterfly)",10,1954,0.0405,90.864,0.0668,1954
0.79,['Chet Baker'],0.609,155133,0.506,0,7FYmPVNbE5Y7C8ficoCy5M,0.6809999999999999,3,0.114,-10.747,1,Bockhanal - Alternate Take,7,1954-01-01,0.0413,141.248,0.93,1954
0.909,"['Dick Beavers', 'MGM Studio Orchestra']",0.179,52227,0.0851,0,7HssemTn767ZXil59o8T7N,3.44e-05,2,0.5770000000000001,-21.556,1,Once In the Highlands,3,1954-09-08,0.0371,168.324,0.29,1954
0.917,"['Irving Berlin', 'Ethel Merman', 'Dan Dailey']",0.301,208360,0.29600000000000004,0,7KnFT5MqCPmnJPiKdcjwiW,0.0,0,0.189,-11.063,1,A Pretty Girl Is Like A Melody,5,1954,0.0547,53.977,0.365,1954
0.991,"['Giacomo Puccini', 'Maria Callas', 'Philharmonia Orchestra', 'Tullio Serafin']",0.263,167333,0.16699999999999998,0,7LD0GJ3eEqyPlXqjz27NcV,0.122,3,0.102,-14.894,0,"Puccini: Turandot, Act 3: ""Tu, che di gel sei cinta"" (Turandot)",10,1954,0.0469,80.495,0.0403,1954
0.919,['Pete Seeger'],0.696,69787,0.12,0,7MetQ6U0T0czvoOGZWdfme,2.89e-06,7,0.264,-25.336,1,A Basic Strum,3,1954-01-01,0.282,70.459,0.359,1954
0.928,['Erroll Garner'],0.623,203960,0.491,0,7g952QJpJWb2Wnno58OUPz,0.812,8,0.097,-9.652,1,Russian Lullaby,5,1954-01-01,0.0442,121.012,0.691,1954
0.97,['Judy Garland'],0.34700000000000003,110467,0.0426,0,7mZXRvNEJsHl67H9R6jfxW,1.72e-06,4,0.131,-21.137,1,It's A New World - Alternate Take,5,1954,0.0431,88.74600000000002,0.0964,1954
0.853,"['Odetta', 'Larry']",0.725,166094,0.614,0,7qFbcDdCArEf6tKtle6mDo,0.0,11,0.107,-2.214,1,"I Was Born About 10,000 Years Ago / The Biggest Thing",3,1954-04-07,0.177,130.866,0.861,1954
0.6509999999999999,['Stan Kenton & His Orchestra'],0.441,277067,0.716,0,4WbVLp14Ytxl8NfICToWqz,0.00938,0,0.343,-7.471,1,Stompin' At The Savoy,5,1955-10-03,0.0986,95.954,0.708,1955
0.987,"['Giacomo Puccini', 'Maria Callas', 'Coro Del Teatro Alla Scala Di Milano', 'Herbert von Karajan', 'Lucie Danieli', 'Nicolai Gedda', 'Orchestra Del Teatro Alla Scala, Milano', 'Plinio Clabassi', 'Renato Ercolani']",0.28800000000000003,333293,0.166,0,4Z8y226H3jvzXtbcb3Z7MA,0.0157,7,0.27,-14.924,1,"Puccini: Madama Butterfly, Act 1: ""Ed eccoci in famigila"" ( Butterfly, Suzuki, Pinkerton, Goro, Bonzo, Chorus)",13,1955,0.0453,101.147,0.079,1955
0.949,['Ella Fitzgerald'],0.248,160347,0.218,0,4a8qNJVZ1FBeypUiJpkjlo,0.0,5,0.366,-10.73,1,I Need,8,1955,0.032,99.175,0.232,1955
0.976,"['Giacomo Puccini', 'Maria Callas', 'Herbert von Karajan', 'Mario Borriello', 'Orchestra Del Teatro Alla Scala, Milano']",0.17800000000000002,145000,0.235,0,4bH0Z98XCbg1CNxHLRNIx2,0.0227,4,0.314,-12.529000000000002,0,"Puccini: Madama Butterfly, Act 2: ""E questo? e questo?"" (Butterfly, Sharpless)",13,1955,0.0415,76.88600000000002,0.154,1955
0.217,['Sugar Chile Robinson'],0.698,147000,0.22,0,4bPz7NDY44JD2btPL0t8yx,0.00922,6,0.134,-20.675,1,Caledonia (What Makes Your Big Head So Hard),6,1955-01-01,0.111,104.234,0.5920000000000001,1955
0.727,['Louise Bogan'],0.643,90813,0.196,0,4cJS0nSNIHW1xtBTtrZPax,0.0,11,0.125,-18.158,0,Women,6,1955,0.946,78.913,0.297,1955
0.728,['Little Jimmy Scott'],0.249,161733,0.303,0,4fadmQTVRZW42Fsax8kMw6,5.6e-06,10,0.117,-7.66,0,Oh What I Wouldn't Give,6,1955-06-23,0.0282,63.029,0.228,1955
0.8390000000000001,['Erroll Garner'],0.627,183973,0.23,0,4giFbPBUIYI1LfkRqBUvYJ,0.944,7,0.0931,-13.964,1,Rosalie,7,1955-01-01,0.0581,133.202,0.444,1955
0.963,['Tony Fruscella'],0.6579999999999999,195027,0.127,0,4hG3iY4adWbOumsPSYkKDA,0.8390000000000001,10,0.105,-14.908,1,I'll Be Seeing You,13,1955,0.0584,63.426,0.3670000000000001,1955
0.987,"['Giacomo Puccini', 'Maria Callas', 'Herbert von Karajan', 'Lucie Danieli', 'Orchestra Del Teatro Alla Scala, Milano']",0.214,150453,0.165,0,4iYp9mvN26VNGC5xE06qSP,0.0502,6,0.203,-11.436,0,"Puccini: Madama Butterfly, Act 2: ""Una nave da guerra"" (Butterfly, Suzuki)",12,1955,0.0324,92.518,0.125,1955
0.86,['Bud Powell'],0.523,209080,0.317,0,4kieBLgXfHos4mGHzcs3DW,0.0592,5,0.221,-18.839,0,Star Eyes,9,1955-01-01,0.0475,91.279,0.858,1955
0.6459999999999999,['Theodore Bikel'],0.457,149933,0.318,0,4qX2VOhdzxBMp7WX6a5vzf,0.0,7,0.426,-16.287,0,Beryuzoviye Kalyechke,5,1955,0.0612,105.341,0.504,1955
0.871,['Stan Getz'],0.449,225173,0.404,0,4sktVVsSNIGM0NEj5DBNRo,0.00598,7,0.0918,-12.433,1,Rustic Hop,7,1955-01-01,0.0366,121.98,0.767,1955
0.964,['Helen Merrill'],0.147,243040,0.13699999999999998,0,4tvvS0on35lYOkKfcjvHcB,0.0717,8,0.375,-19.368,1,I'm Afraid The Masquerade Is Over,7,1955-01-01,0.0428,175.044,0.13699999999999998,1955
0.939,['Erroll Garner'],0.605,167453,0.295,0,4vTkEYN9yxiVpxj5Ie5n4L,0.0,9,0.792,-18.508,0,Announcer: Jimmy Lyons - 2nd Announcement,7,1955-10-13,0.884,77.229,0.583,1955
0.816,['Jackie Gleason'],0.0918,194640,0.419,0,4y6zeTt2jfrogB8NLpGWpk,0.91,9,0.157,-10.762,0,Come Rain Or Come Shine,4,1955-06-06,0.0395,174.021,0.0393,1955
0.933,['George Shearing Quintet'],0.483,308067,0.13,0,4yv8XcG09EeFphrdfFH9FV,0.223,10,0.0955,-19.756,1,Autumn In New York,6,1955-08-08,0.0488,118.807,0.184,1955
0.973,['Robert Frost'],0.752,67133,0.223,0,52jaBjFENKKHgdNIfjM6qx,0.0,3,0.104,-13.665,0,On Looking up by Chance at the Constellations,5,1955,0.8370000000000001,106.977,0.392,1955
0.7979999999999999,['Chet Baker'],0.514,262373,0.526,0,54YAQkZQedknTGUyXfPjQO,0.348,5,0.158,-11.005,0,Russ Job,9,1955-01-01,0.0336,111.336,0.828,1955
0.96,"['Léo Delibes', 'Maria Callas', 'Tullio Serafin', 'Philharmonia Orchestra']",0.297,485200,0.0814,0,55gUuIn96J9SwYeVpRdp9F,0.00615,4,0.108,-18.054,0,"Delibes: Lakmé, Act 2: ""Où va la jeune indoue"" (Lakmé)",15,1955,0.0576,172.952,0.155,1955
0.963,"['Antonín Dvořák', 'Fritz Reiner', 'Chicago Symphony Orchestra']",0.19,628947,0.151,0,5B4DykTZOnoGXSX0M6XaOo,0.928,4,0.172,-16.796,0,"Symphony No. 9 in E Minor, Op. 95, B. 178 ""From the New World"": IV. Allegro con fuoco",4,1955,0.0335,71.921,0.152,1955
0.7390000000000001,['Milt Jackson'],0.5589999999999999,451267,0.246,0,5I6aOCKZqwKKhIsxwvpqtH,0.08800000000000001,8,0.103,-16.547,1,Opus Pocus,7,1955-01-01,0.0411,91.403,0.251,1955
0.942,['Nelson Riddle'],0.0968,378493,0.35,0,5J2zgAnfcIBBDkUyMo2bUu,0.807,5,0.152,-9.231,1,"Oh, What A Beautiful Mornin'",6,1955-01-01,0.0335,77.063,0.0376,1955
0.947,['The Famous Davis Sisters'],0.419,183920,0.255,0,5Jwz65pTx6TGngmWCEgr4C,0.000718,0,0.173,-12.48,1,Lord Don't Leave Me,9,1955-01-01,0.0349,98.084,0.21,1955
0.00989,['Les Paul'],0.495,112960,0.603,0,5KlJjw4lMjgW6kjdtYeC9X,0.871,9,0.0966,-10.373,1,Lady Of Spain,7,1955-01-01,0.0295,148.255,0.648,1955
0.982,"['Giacomo Puccini', 'Maria Callas', 'Herbert von Karajan', 'Mario Borriello', 'Orchestra Del Teatro Alla Scala, Milano']",0.229,368973,0.0628,0,5KmwBxDLwHL6dlaU9pItOc,6.929999999999999e-05,10,0.0987,-21.198,1,"Puccini: Madama Butterfly, Act 2: ""Or a noi"" (Butterfly, Sharpless)",12,1955,0.0466,78.29899999999998,0.0396,1955
0.7709999999999999,['Sammy Davis Jr.'],0.429,314147,0.417,0,5LyYAipHyegl0sHaXaZmu5,0.0,7,0.609,-8.459,1,Birth Of The Blues,5,1955-01-01,0.0818,89.579,0.452,1955
0.894,['Charlie Parker'],0.759,198333,0.377,0,5NGmRc9rN7VCHNbcK33xk1,0.222,3,0.124,-9.833,1,Red Cross - Short Take 1,6,1955-01-01,0.0476,105.966,0.7979999999999999,1955
0.969,['Charlie Parker'],0.813,364533,0.42,0,5NiujyuwvMe0zBcKyg2Vcu,0.768,5,0.378,-12.072,0,Tiny's Tempo - Short Take 1 / Short Take 2,8,1955-01-01,0.0707,102.378,0.5670000000000001,1955
0.981,"['Suraiya', 'Talat Mahmood']",0.502,189947,0.326,0,5PjLGKf6XCzArnYIJwG9i4,0.0407,4,0.302,-11.479,1,Dil-E-Nadan Tujhe Hua Kya,5,1955-12-31,0.0321,105.399,0.706,1955
0.777,['Cannonball Adderley'],0.303,163733,0.303,0,5PlPXpkbSNSHoq3tagKKhK,0.392,3,0.0771,-9.111,0,I'll Never Stop Loving You,6,1955-11-22,0.0283,95.268,0.392,1955
0.993,['Fairuz'],0.35700000000000004,145763,0.366,0,5QF370Lihr3tWD6S1EO5D1,0.446,0,0.16,-11.267,1,Oghniyati Ilayk,10,1955,0.0379,77.972,0.256,1955
0.7829999999999999,['Miles Davis'],0.4970000000000001,354773,0.19,0,5T4lX4FSGDAJTbGeZd3x4H,0.0006219999999999999,10,0.162,-11.123,0,'Round Midnight,7,1955,0.0453,113.42,0.198,1955
0.975,"['Giacomo Puccini', 'Maria Callas', 'Herbert von Karajan', 'Mario Borriello', 'Mario Carlin', 'Orchestra Del Teatro Alla Scala, Milano', 'Renato Ercolani']",0.252,211760,0.147,0,5T6SuhfVL9y10FJM50Lsph,0.0007099999999999999,8,0.293,-18.554,1,"Puccini: Madama Butterfly, Act 2: ""A voi però giurerei fede costante"" (Butterfly, Sharpless, Goro, Yamadori)",12,1955,0.0499,82.36399999999998,0.152,1955
0.924,['Cannonball Adderley'],0.344,186533,0.303,0,5W5pn5ioXvlNWDbr4TLgLl,0.0623,3,0.334,-11.218,1,Polka Dots And Moonbeams (Around A Pug-Nosed Dream),6,1955-11-22,0.0342,74.49,0.6,1955
0.448,['Theodore Bikel'],0.434,200000,0.138,0,5XKuWRkH98RsxiXPy3zPqN,6.43e-06,4,0.108,-20.702,0,Tyomnaya Noch (Dark Night),8,1955,0.0683,99.505,0.428,1955
0.97,['The Modern Jazz Quartet'],0.4320000000000001,474960,0.0749,0,5ahFq0lSXB4VxOuqxEb13b,0.314,0,0.119,-17.715999999999994,0,Gershwin Medley - RVG Remaster,8,1955,0.0513,76.648,0.107,1955
0.552,['Miles Davis'],0.516,627227,0.47,0,5bA6QBefJ3nqd2IehLPOY6,0.00661,5,0.383,-7.843,1,"Straight, No Chaser - alternate take",5,1955,0.046,79.327,0.489,1955
0.377,['Les Paul'],0.6809999999999999,140000,0.355,0,5eG3oY0ndUCs2XBuMhfHYv,2.660000000000001e-05,11,0.102,-11.91,0,Swiss Woodpecker,5,1955-01-01,0.029,104.995,0.802,1955
0.906,['Ella Fitzgerald'],0.29,163013,0.17600000000000002,0,5eiPMJaVHZyWBqa5fpkKPz,0.0,10,0.334,-9.425,1,Baby,7,1955,0.0286,69.778,0.325,1955
